Labels,Title,State,Date,URL
,"Jira - Failed to collect jira information - JSONObject[""type""] error",closed,2017-05-08,https://github.com/Hygieia/Hygieia/issues/1369
question,Creating a collector for Teamforge,closed,2017-05-05,https://github.com/Hygieia/Hygieia/issues/1367
"enhancement, help wanted",First Admin,open,2017-05-04,https://github.com/Hygieia/Hygieia/issues/1366
,NumberFormatException Error while creating Docker,closed,2017-05-04,https://github.com/Hygieia/Hygieia/issues/1364
enhancement,Gitlab collector with GitLab Enterprise Edition 9.1.1,open,2017-05-03,https://github.com/Hygieia/Hygieia/issues/1363
question,LDAP integration does it support ldaps or https protocol,closed,2017-05-02,https://github.com/Hygieia/Hygieia/issues/1361
enhancement,Proposal: Detecting Job Config Changes in Hygieia,open,2017-05-02,https://github.com/Hygieia/Hygieia/issues/1360
,Jenkins Collector: 403 Forbidden error generated when jenkins.saveLog = true,closed,2017-05-02,https://github.com/Hygieia/Hygieia/issues/1359
enhancement,Proposal: Multi-team dashboard,open,2017-05-01,https://github.com/Hygieia/Hygieia/issues/1357
,ERROR o.s.b.c.e.tomcat.TomcatStarter - Error starting Tomcat context: org.springframework.beans.factory.BeanCreationException,closed,2017-04-27,https://github.com/Hygieia/Hygieia/issues/1355
need more info,Rundeck Configuration with Hygieia ,closed,2017-04-27,https://github.com/Hygieia/Hygieia/issues/1353
,Hygieia Authentication,closed,2017-04-27,https://github.com/Hygieia/Hygieia/issues/1352
,Hygieia jenkins plugins build issues,closed,2017-04-26,https://github.com/Hygieia/Hygieia/issues/1350
,Hygieia-publisher plugin Issue,closed,2017-04-26,https://github.com/Hygieia/Hygieia/issues/1349
,Rundeck webhook for hygieia not working,closed,2017-04-26,https://github.com/Hygieia/Hygieia/issues/1348
,Github Collector is Not working for private repo,closed,2017-04-26,https://github.com/Hygieia/Hygieia/issues/1347
,Unable to link Hygieia containers to mongo DB due to authentication failure,closed,2017-04-25,https://github.com/Hygieia/Hygieia/issues/1346
enhancement,Github collector: support oAuth authentication,closed,2017-04-25,https://github.com/Hygieia/Hygieia/issues/1345
duplicate,js error when click the save button,closed,2017-04-25,https://github.com/Hygieia/Hygieia/issues/1344
,ssl error in api.jar ,closed,2017-04-25,https://github.com/Hygieia/Hygieia/issues/1343
,s,closed,2017-04-24,https://github.com/Hygieia/Hygieia/issues/1341
,Handle bad credentials for scm widget,closed,2017-04-23,https://github.com/Hygieia/Hygieia/issues/1339
question,Hygieia cost benefit!!,closed,2017-04-19,https://github.com/Hygieia/Hygieia/issues/1336
,connect gitlab with the ssl error,closed,2017-04-19,https://github.com/Hygieia/Hygieia/issues/1335
,Jenkin is used as deployment tool,closed,2017-04-19,https://github.com/Hygieia/Hygieia/issues/1334
enhancement,Commit details not displayed in product dashboard,closed,2017-04-19,https://github.com/Hygieia/Hygieia/issues/1333
,Jira collector not updating status of issues when it is changed in Jira,closed,2017-04-18,https://github.com/Hygieia/Hygieia/issues/1332
,hygieia jenkins plugin sonar authentication,closed,2017-04-18,https://github.com/Hygieia/Hygieia/issues/1330
,Jira collector connection issues,closed,2017-04-18,https://github.com/Hygieia/Hygieia/issues/1329
,IntelliJ (or Eclipse) settings,closed,2017-04-17,https://github.com/Hygieia/Hygieia/issues/1328
enhancement,Display Cost as per selected filter in Cloud dashboard,open,2017-04-17,https://github.com/Hygieia/Hygieia/issues/1327
,API docker properties-builder.sh is missing authentication properties,closed,2017-04-17,https://github.com/Hygieia/Hygieia/issues/1326
,"unable to open swagger-ui , with api running",closed,2017-04-17,https://github.com/Hygieia/Hygieia/issues/1324
,Unable to add multiple jenkins jobs to widget,closed,2017-04-15,https://github.com/Hygieia/Hygieia/issues/1322
enhancement,Request for direct openshift support,open,2017-04-14,https://github.com/Hygieia/Hygieia/issues/1321
,Sonar widget-All the projects are not getting listed in the drop down,closed,2017-04-14,https://github.com/Hygieia/Hygieia/issues/1320
,Jenkins collector,closed,2017-04-14,https://github.com/Hygieia/Hygieia/issues/1319
,Gitlab SCM collector (docker) not launching,closed,2017-04-13,https://github.com/Hygieia/Hygieia/issues/1318
bug,Null ptr when getting dashboard.,closed,2017-04-13,https://github.com/Hygieia/Hygieia/issues/1317
"bug, work in progress",Why product Dashboard not working in IE11?,open,2017-04-13,https://github.com/Hygieia/Hygieia/issues/1316
,Sonar collector with max resource limit,closed,2017-04-13,https://github.com/Hygieia/Hygieia/issues/1315
,Hygieia jenkins plugins build issues,closed,2017-04-12,https://github.com/Hygieia/Hygieia/issues/1314
"enhancement, help wanted",Ability to Use an Aggregator,open,2017-04-11,https://github.com/Hygieia/Hygieia/issues/1313
,API version 2.0.5 not found,closed,2017-04-11,https://github.com/Hygieia/Hygieia/issues/1312
,Sonar collector is not working with Sonarqube 6.3,closed,2017-04-11,https://github.com/Hygieia/Hygieia/issues/1311
,Running JIRA Collector  Issue,closed,2017-04-11,https://github.com/Hygieia/Hygieia/issues/1310
,Stash Collector using wrong port,closed,2017-04-11,https://github.com/Hygieia/Hygieia/issues/1309
question,Question? Collector Repository,closed,2017-04-10,https://github.com/Hygieia/Hygieia/issues/1308
,Hygieia - Conference Call,closed,2017-04-07,https://github.com/Hygieia/Hygieia/issues/1307
,jenkin collectore,closed,2017-04-07,https://github.com/Hygieia/Hygieia/issues/1306
,Submodules for Downstream Contributors,closed,2017-04-07,https://github.com/Hygieia/Hygieia/issues/1305
,Update Story regular expression to allow . to match newlines,closed,2017-04-06,https://github.com/Hygieia/Hygieia/issues/1304
,Jenkins-cucumber -test-collector is getting failed when we run mvn clean install package,closed,2017-04-06,https://github.com/Hygieia/Hygieia/issues/1302
,Multiple jenkins instance on Hygieia running on Linux instance,closed,2017-04-06,https://github.com/Hygieia/Hygieia/issues/1301
bug,Api documentation link is not working,closed,2017-04-06,https://github.com/Hygieia/Hygieia/issues/1300
,"few mins, KT possible?",closed,2017-04-06,https://github.com/Hygieia/Hygieia/issues/1299
,The average time of commit in each pipeline stage in product level dashboard make people puzzled.,open,2017-04-06,https://github.com/Hygieia/Hygieia/issues/1298
how-to's,build hygieia project from github error ,closed,2017-04-05,https://github.com/Hygieia/Hygieia/issues/1295
"bug, help wanted",Vulnerability in Logback Classic Module 1.1.3 of capitalone/Hygieia,closed,2017-04-05,https://github.com/Hygieia/Hygieia/issues/1294
,Hygieia Plugin Architecture ,open,2017-04-04,https://github.com/Hygieia/Hygieia/issues/1293
,Running Gitlab behind Reverse Proxy,closed,2017-04-03,https://github.com/Hygieia/Hygieia/issues/1291
,Getting an error after setting up hygieia plugin to collect build and deploy data for jenkins pre 2.0,closed,2017-03-31,https://github.com/Hygieia/Hygieia/issues/1290
,Go CD Collector,closed,2017-03-31,https://github.com/Hygieia/Hygieia/issues/1289
,Do we have official docker images for collectors.? ,closed,2017-03-30,https://github.com/Hygieia/Hygieia/issues/1287
,password encryption error: ,closed,2017-03-30,https://github.com/Hygieia/Hygieia/issues/1284
,Hygieia Jenkins Plugin not showing the exact data in Deploy widget,closed,2017-03-28,https://github.com/Hygieia/Hygieia/issues/1276
question,Additional target for Collector collected data?,closed,2017-03-27,https://github.com/Hygieia/Hygieia/issues/1274
,Functional test ,closed,2017-03-27,https://github.com/Hygieia/Hygieia/issues/1273
,Docker Image - Get UI Up,closed,2017-03-27,https://github.com/Hygieia/Hygieia/issues/1271
,pivotal concourse collector,closed,2017-03-27,https://github.com/Hygieia/Hygieia/issues/1270
, Unable to populate the data into hygieia dashboard.,closed,2017-03-25,https://github.com/Hygieia/Hygieia/issues/1269
,Hygieia Product Dash,closed,2017-03-24,https://github.com/Hygieia/Hygieia/issues/1268
,How is jenkins hygieia plugin related to jenkins build collector,closed,2017-03-24,https://github.com/Hygieia/Hygieia/issues/1267
,Sonar quality configure code Analysis Widget disabled issue,closed,2017-03-24,https://github.com/Hygieia/Hygieia/issues/1266
,Rest Client Exception optional.absent() - Jira collector getProjects,closed,2017-03-24,https://github.com/Hygieia/Hygieia/issues/1265
,Jenkins collector issue,closed,2017-03-23,https://github.com/Hygieia/Hygieia/issues/1262
,Jenkins plugin- How to setup deploy widget?,closed,2017-03-23,https://github.com/Hygieia/Hygieia/issues/1261
,BitBucket authentication not working,closed,2017-03-23,https://github.com/Hygieia/Hygieia/issues/1260
enhancement,Product Dashboard Pipeline View,open,2017-03-22,https://github.com/Hygieia/Hygieia/issues/1259
,I would like to create new widget for AWS CodeDeploy. Any suggestion/idea? ,closed,2017-03-22,https://github.com/Hygieia/Hygieia/issues/1258
,Jenkins collector StackOverflowError,closed,2017-03-22,https://github.com/Hygieia/Hygieia/issues/1257
how-to's,Deploying UI in IIS,closed,2017-03-22,https://github.com/Hygieia/Hygieia/issues/1256
question,Question: Does anyone have a Nexus IQ (CLM) Collector,closed,2017-03-21,https://github.com/Hygieia/Hygieia/issues/1255
,Spring security: pipeline in product level dashboard can't show when use the springSecurityIntergration branch.,closed,2017-03-21,https://github.com/Hygieia/Hygieia/issues/1254
,Jira collector expects team details whereas our Jira instance does not use team concept - Can't we skip this?,closed,2017-03-20,https://github.com/Hygieia/Hygieia/issues/1253
,I am getting following error while taking  bower.json file from hygieia,closed,2017-03-18,https://github.com/Hygieia/Hygieia/issues/1252
,Jenkins Plugin Hanging,closed,2017-03-16,https://github.com/Hygieia/Hygieia/issues/1249
,Failing in showing the data in Product Dashboard,closed,2017-03-16,https://github.com/Hygieia/Hygieia/issues/1248
,Question regarding Version One Collector,closed,2017-03-16,https://github.com/Hygieia/Hygieia/issues/1247
,Need help to push functional test data from selenium to Hygieia,closed,2017-03-16,https://github.com/Hygieia/Hygieia/issues/1246
,Gonfigure Code Repo Widget is not working for gitlab reporsitories,closed,2017-03-16,https://github.com/Hygieia/Hygieia/issues/1245
,Sending artifact info Unauthorized by using interface provided by api layer.,closed,2017-03-15,https://github.com/Hygieia/Hygieia/issues/1244
,Include java version in pom.xml,closed,2017-03-14,https://github.com/Hygieia/Hygieia/issues/1243
,sysout shoundn't be used,closed,2017-03-14,https://github.com/Hygieia/Hygieia/issues/1242
,create a new template which has all the type of  widgets as same in the dashboard,closed,2017-03-13,https://github.com/Hygieia/Hygieia/issues/1241
,Bitbucket ,closed,2017-03-13,https://github.com/Hygieia/Hygieia/issues/1240
,Get the jenkins Job name for relevant Userid,closed,2017-03-13,https://github.com/Hygieia/Hygieia/issues/1239
,[JIRA] Sprint status not being updated,closed,2017-03-13,https://github.com/Hygieia/Hygieia/issues/1238
,api jar fails with Hygieia 2.0.4 tag version,closed,2017-03-10,https://github.com/Hygieia/Hygieia/issues/1236
,System requirement to setup hygieia on linux,closed,2017-03-09,https://github.com/Hygieia/Hygieia/issues/1235
,View in Hygieia api url on dashboard,closed,2017-03-09,https://github.com/Hygieia/Hygieia/issues/1234
,Failed to execute goal com.github.eirslett,closed,2017-03-09,https://github.com/Hygieia/Hygieia/issues/1233
,Jenkins deployment information using the jenkins-hygieia-plugin.,closed,2017-03-09,https://github.com/Hygieia/Hygieia/issues/1232
,Unable to get listeners working,closed,2017-03-08,https://github.com/Hygieia/Hygieia/issues/1231
,Unable to compile latest Hygieia API,closed,2017-03-07,https://github.com/Hygieia/Hygieia/issues/1230
,how to configure selenium test results to Functional Test in Quality widget?,closed,2017-03-07,https://github.com/Hygieia/Hygieia/issues/1229
,How to send jmeter test results(*.jtl) to hygieia dashbard .,open,2017-03-06,https://github.com/Hygieia/Hygieia/issues/1228
how-to's,Hygieia build failed : could not download Node.js: Got error code 403 from the server,closed,2017-03-06,https://github.com/Hygieia/Hygieia/issues/1227
,"Add Configure Feature Widget ,select box without value",closed,2017-03-06,https://github.com/Hygieia/Hygieia/issues/1226
,Unable to logon to hygieia dashboard ,closed,2017-03-06,https://github.com/Hygieia/Hygieia/issues/1225
,Provide Proxy support for Monitoring Widget.,closed,2017-03-04,https://github.com/Hygieia/Hygieia/issues/1224
,"""Given final block not properly padded"" error for bitbucket collector",closed,2017-03-03,https://github.com/Hygieia/Hygieia/issues/1222
,The latest build number in the pipeline build stage can't be updated. ,open,2017-03-03,https://github.com/Hygieia/Hygieia/issues/1221
,Hygieia Jenkins Plugin: 500 when testing the API connection,closed,2017-03-02,https://github.com/Hygieia/Hygieia/issues/1220
,Dependency failure for Building Hygieia Publisher Plugin 2.0.5-SNAPSHOT,closed,2017-03-02,https://github.com/Hygieia/Hygieia/issues/1219
,Api loses connectivity to mongo,closed,2017-03-01,https://github.com/Hygieia/Hygieia/issues/1218
,Data are not reflected in the dashboard ,closed,2017-03-01,https://github.com/Hygieia/Hygieia/issues/1216
,Build widget not working with multiple build servers,closed,2017-02-28,https://github.com/Hygieia/Hygieia/issues/1214
,Error building UI with bower install failed for com.github.eirslett:frontend-maven-plugin,closed,2017-02-28,https://github.com/Hygieia/Hygieia/issues/1213
,doubt reg UI,closed,2017-02-28,https://github.com/Hygieia/Hygieia/issues/1212
,maven -pmd build issue ,closed,2017-02-26,https://github.com/Hygieia/Hygieia/issues/1210
,Jenkins collector authentication failure,closed,2017-02-24,https://github.com/Hygieia/Hygieia/issues/1209
,Hygieia should be capable of fetching data using dates,closed,2017-02-24,https://github.com/Hygieia/Hygieia/issues/1208
,API docker-compose defaults are not properly set,closed,2017-02-24,https://github.com/Hygieia/Hygieia/issues/1207
,jira-collector properties,closed,2017-02-24,https://github.com/Hygieia/Hygieia/issues/1206
question,Bamboo : Is their any way to configure Deployment plans in Hygieia,closed,2017-02-24,https://github.com/Hygieia/Hygieia/issues/1203
,Master is unstable,closed,2017-02-24,https://github.com/Hygieia/Hygieia/issues/1202
,Build failed due to compilation error,closed,2017-02-24,https://github.com/Hygieia/Hygieia/issues/1200
,Hygieia Dashboard doesn't populate the details like builds/commits etc ,closed,2017-02-22,https://github.com/Hygieia/Hygieia/issues/1196
,Jenkins pipeline plugins HTTP 500 ,closed,2017-02-22,https://github.com/Hygieia/Hygieia/issues/1195
,JIRA Collector : java.text.ParseException: Unparsable sprint Error,closed,2017-02-22,https://github.com/Hygieia/Hygieia/issues/1194
,artifactory collector not showing any information,closed,2017-02-22,https://github.com/Hygieia/Hygieia/issues/1193
,JIRA  - Filteration based on Board Names rather than tempo teams.,closed,2017-02-21,https://github.com/Hygieia/Hygieia/issues/1192
,Alternative Jenkins CodeQuality Collector,closed,2017-02-21,https://github.com/Hygieia/Hygieia/issues/1191
,Unable to start api ,closed,2017-02-21,https://github.com/Hygieia/Hygieia/issues/1190
,Not able to get Jenkins Hygieia Plugins,closed,2017-02-21,https://github.com/Hygieia/Hygieia/issues/1188
,Jenkins cron issue,closed,2017-02-20,https://github.com/Hygieia/Hygieia/issues/1187
,Gerrit collector will not get new commit info when the time of gerrit server is later than hygieia server.,closed,2017-02-17,https://github.com/Hygieia/Hygieia/issues/1184
,The stages data of one team dashboard pipeline can't be reused by another team level dashboard,closed,2017-02-17,https://github.com/Hygieia/Hygieia/issues/1183
,Artifactory collector not coming up,closed,2017-02-16,https://github.com/Hygieia/Hygieia/issues/1181
,Hygieia - Jenkins publisher error,closed,2017-02-16,https://github.com/Hygieia/Hygieia/issues/1180
,"product view, not getting udpated",closed,2017-02-16,https://github.com/Hygieia/Hygieia/issues/1179
,Hygieia jenkins publisher error,closed,2017-02-16,https://github.com/Hygieia/Hygieia/issues/1178
,multiple environments in Deploy widget,closed,2017-02-16,https://github.com/Hygieia/Hygieia/issues/1177
,Sonar Widget Certs Exceptions,closed,2017-02-15,https://github.com/Hygieia/Hygieia/issues/1176
,Pipeline configuration,closed,2017-02-15,https://github.com/Hygieia/Hygieia/issues/1175
,API Exceptions,closed,2017-02-15,https://github.com/Hygieia/Hygieia/issues/1174
,Is Jira collector going to fetch Team information without Tempo-Team plugin?,closed,2017-02-14,https://github.com/Hygieia/Hygieia/issues/1173
,Unable to fetch commit count in GUI using private Bitbucket collector,closed,2017-02-14,https://github.com/Hygieia/Hygieia/issues/1172
,sonar config ( security &  unit tests),closed,2017-02-13,https://github.com/Hygieia/Hygieia/issues/1171
need more info,Unable to add the Widgets,closed,2017-02-13,https://github.com/Hygieia/Hygieia/issues/1170
,data mismatch in jira collector,closed,2017-02-13,https://github.com/Hygieia/Hygieia/issues/1169
,Jenkins collector issue,closed,2017-02-12,https://github.com/Hygieia/Hygieia/issues/1168
,Unable to schedule collectors to run at different time,closed,2017-02-10,https://github.com/Hygieia/Hygieia/issues/1167
,Latest Hygieia code has broken Sonar,closed,2017-02-10,https://github.com/Hygieia/Hygieia/issues/1166
,Product Dashboard issue,closed,2017-02-10,https://github.com/Hygieia/Hygieia/issues/1165
,Jira(feature) widget not showing any data even after new version,closed,2017-02-10,https://github.com/Hygieia/Hygieia/issues/1164
,Unable to connect to jira,closed,2017-02-10,https://github.com/Hygieia/Hygieia/issues/1163
,Unable to add/save repository in UI,closed,2017-02-10,https://github.com/Hygieia/Hygieia/issues/1162
,Cucumber Reports Integration,closed,2017-02-08,https://github.com/Hygieia/Hygieia/issues/1161
,Cannot Get the Data and new build plans of Bamboo in Dashboard,open,2017-02-08,https://github.com/Hygieia/Hygieia/issues/1159
,Hygieia plugin for Jenkins supported Test ?,closed,2017-02-08,https://github.com/Hygieia/Hygieia/issues/1158
,Add Pulls and Issues to Commits widget,closed,2017-02-07,https://github.com/Hygieia/Hygieia/issues/1155
need more info,Null pointer exception in jira collector after connecting to Jira server,closed,2017-02-07,https://github.com/Hygieia/Hygieia/issues/1154
,Does jenkins collector update the existing fetched jenkins data in mongoDB? ,closed,2017-02-06,https://github.com/Hygieia/Hygieia/issues/1153
,API Startup fails when following documented instructions,closed,2017-02-05,https://github.com/Hygieia/Hygieia/issues/1152
,Hygie Dashboard API Layer: API connectivity issue ,closed,2017-02-04,https://github.com/Hygieia/Hygieia/issues/1151
enhancement,"github webhook does not support ""ping"" event",closed,2017-02-03,https://github.com/Hygieia/Hygieia/issues/1150
,90 days pipeline - Data mismatch,open,2017-02-03,https://github.com/Hygieia/Hygieia/issues/1148
need more info,Ability to Use a Threshold,closed,2017-02-03,https://github.com/Hygieia/Hygieia/issues/1147
need more info,Ability to Use a Filter,closed,2017-02-03,https://github.com/Hygieia/Hygieia/issues/1146
,Jenkins collector not displaying any data,closed,2017-02-03,https://github.com/Hygieia/Hygieia/issues/1145
,Gitlab collector does not show data when it was not running,closed,2017-02-02,https://github.com/Hygieia/Hygieia/issues/1144
,Can't build Jenkins plugin,closed,2017-02-02,https://github.com/Hygieia/Hygieia/issues/1142
,How to configure the team dashboards widgets based on the code committing version number,closed,2017-02-01,https://github.com/Hygieia/Hygieia/issues/1141
,how to create/record new Soap based webservice using Lisa/Dev test,closed,2017-02-01,https://github.com/Hygieia/Hygieia/issues/1140
,Hygieia build hit 4MB log file limit on Travis,closed,2017-01-31,https://github.com/Hygieia/Hygieia/issues/1139
,Password / Documentation,closed,2017-01-31,https://github.com/Hygieia/Hygieia/issues/1136
,[Reopen] Issue#1131 Github collector fetching issue,closed,2017-01-30,https://github.com/Hygieia/Hygieia/issues/1135
,Scheduling collectors,closed,2017-01-30,https://github.com/Hygieia/Hygieia/issues/1132
,Github collector not fetching commit details after its configured,closed,2017-01-28,https://github.com/Hygieia/Hygieia/issues/1131
,Unable to start api with the latest hygieia code,closed,2017-01-28,https://github.com/Hygieia/Hygieia/issues/1130
,Please add SPDX lines in license headers.,open,2017-01-26,https://github.com/Hygieia/Hygieia/issues/1128
how-to's,Problems getting Hygieia UI under Tomcat to connect to API,closed,2017-01-25,https://github.com/Hygieia/Hygieia/issues/1127
"enhancement, help wanted",Sonar analysis in Hygieia to Sonarqube Server,closed,2017-01-25,https://github.com/Hygieia/Hygieia/issues/1122
,SSO integration for collectors,open,2017-01-25,https://github.com/Hygieia/Hygieia/issues/1121
need more info,Query regarding Product View,open,2017-01-25,https://github.com/Hygieia/Hygieia/issues/1120
,configuring local git SCM with Hygieia,closed,2017-01-24,https://github.com/Hygieia/Hygieia/issues/1119
,Product dashboard questions,closed,2017-01-24,https://github.com/Hygieia/Hygieia/issues/1118
,Getting Maven build failure,closed,2017-01-24,https://github.com/Hygieia/Hygieia/issues/1117
,Proposal to remove templates from UI,closed,2017-01-23,https://github.com/Hygieia/Hygieia/issues/1116
,Unable to access jira instance hosted in a different network from jira collector hosted in another network machine,closed,2017-01-23,https://github.com/Hygieia/Hygieia/issues/1115
,Issues with Jira collector,closed,2017-01-23,https://github.com/Hygieia/Hygieia/issues/1114
"enhancement, help wanted",Flume Collector,closed,2017-01-20,https://github.com/Hygieia/Hygieia/issues/1113
,Product Dashboard commit looks empty ,closed,2017-01-20,https://github.com/Hygieia/Hygieia/issues/1112
enhancement,HDFS Collector,open,2017-01-20,https://github.com/Hygieia/Hygieia/issues/1111
"enhancement, need more info",Hygieia Stats,open,2017-01-20,https://github.com/Hygieia/Hygieia/issues/1110
,Looks for support to update text color,closed,2017-01-20,https://github.com/Hygieia/Hygieia/issues/1109
,NULL pointer Exceptions in API on starting UI,closed,2017-01-20,https://github.com/Hygieia/Hygieia/issues/1108
,Jenkins Controller StackOverflow Exception,closed,2017-01-19,https://github.com/Hygieia/Hygieia/issues/1107
enhancement,Capability to Setup Tabs,closed,2017-01-19,https://github.com/Hygieia/Hygieia/issues/1106
enhancement,Ability to Configure Widgets,closed,2017-01-19,https://github.com/Hygieia/Hygieia/issues/1105
enhancement,Capability to Add and/or Change Roles and Permissions,open,2017-01-19,https://github.com/Hygieia/Hygieia/issues/1104
,Cross-origin resource sharing error between api and ui,closed,2017-01-19,https://github.com/Hygieia/Hygieia/issues/1103
,Hygieia API container crashes in two days,closed,2017-01-19,https://github.com/Hygieia/Hygieia/issues/1102
,Unable to resolve Jira exception,closed,2017-01-18,https://github.com/Hygieia/Hygieia/issues/1101
,Teamdash board has commit graph and stats but the same in not present in product dashboard,closed,2017-01-18,https://github.com/Hygieia/Hygieia/issues/1100
,Hygieia publisher results not visible in dashboard,closed,2017-01-17,https://github.com/Hygieia/Hygieia/issues/1099
,Need info on jenkins collector configuration.,closed,2017-01-17,https://github.com/Hygieia/Hygieia/issues/1098
,UI Tests,closed,2017-01-17,https://github.com/Hygieia/Hygieia/issues/1097
,No data displayed on Jira widget after updating Scope.java and feature .java with Adittional parameter to collect Project Key,closed,2017-01-17,https://github.com/Hygieia/Hygieia/issues/1096
question,What does the Monitor Widget do ?,closed,2017-01-17,https://github.com/Hygieia/Hygieia/issues/1095
,Jenkins Collector Error,closed,2017-01-17,https://github.com/Hygieia/Hygieia/issues/1094
,Security Analysis collector for CheckMarx,closed,2017-01-16,https://github.com/Hygieia/Hygieia/issues/1093
,Bitbucket password encryption/decryption with special character (#),closed,2017-01-14,https://github.com/Hygieia/Hygieia/issues/1091
,BitBucket dashboard widget - Password encryption error,closed,2017-01-13,https://github.com/Hygieia/Hygieia/issues/1090
,SonarQube collector appends junk URL and collection fails,closed,2017-01-13,https://github.com/Hygieia/Hygieia/issues/1089
,Failed to execute goal com.spotify:docker-maven-plugin:0.4.10:build (default-cli) on project UI,closed,2017-01-12,https://github.com/Hygieia/Hygieia/issues/1088
,Performance Monitoring & Log Aggregator collectors in Hygieia Dashboard,open,2017-01-12,https://github.com/Hygieia/Hygieia/issues/1087
,Stash collector does not write any logs ,closed,2017-01-12,https://github.com/Hygieia/Hygieia/issues/1086
,Sonarqube Authentication,closed,2017-01-11,https://github.com/Hygieia/Hygieia/issues/1085
,How to Configure deploy widget ( Udeploy Collector issue),closed,2017-01-11,https://github.com/Hygieia/Hygieia/issues/1084
,Jenkins collector not fetching data,closed,2017-01-11,https://github.com/Hygieia/Hygieia/issues/1083
,Jira collector error ERROR c.c.d.c.DefaultBitbucketClient - 404 Not Found for Commit\since,closed,2017-01-11,https://github.com/Hygieia/Hygieia/issues/1081
,Exception in API and UI layer,closed,2017-01-10,https://github.com/Hygieia/Hygieia/issues/1079
,Jenkins Hygieia Publisher Failing with Compilation Error,closed,2017-01-10,https://github.com/Hygieia/Hygieia/issues/1078
,How to Configure widget ,closed,2017-01-09,https://github.com/Hygieia/Hygieia/issues/1077
,What am i missing ?,closed,2017-01-09,https://github.com/Hygieia/Hygieia/issues/1076
,How to change the username and password in hygiea,closed,2017-01-09,https://github.com/Hygieia/Hygieia/issues/1075
question,Is it possible to create Administor groups in hygieia dashboard.,closed,2017-01-09,https://github.com/Hygieia/Hygieia/issues/1074
,Failed to obtain commits 404 Not Found issue for Bitbucket collector,closed,2017-01-09,https://github.com/Hygieia/Hygieia/issues/1073
,Bamboo collector cannot get data - Parsing build: 404 Not Found issue,closed,2017-01-09,https://github.com/Hygieia/Hygieia/issues/1072
,gitlab-collector cannot get repo data,closed,2017-01-09,https://github.com/Hygieia/Hygieia/issues/1071
,jenkins-collector error:Unknown error in getting build details.,closed,2017-01-09,https://github.com/Hygieia/Hygieia/issues/1070
,Jenkins collector fetch jobs name but not further details fetch,closed,2017-01-04,https://github.com/Hygieia/Hygieia/issues/1069
"bug, enhancement",Question: Dashboard name validation,closed,2017-01-04,https://github.com/Hygieia/Hygieia/issues/1067
,Not able to see jira count i.e wip and open,closed,2017-01-04,https://github.com/Hygieia/Hygieia/issues/1066
,Docker image links need capitalone prefix,closed,2017-01-04,https://github.com/Hygieia/Hygieia/issues/1065
question,How can I configure multiple Bitbucket Repos in a single page ?,closed,2017-01-03,https://github.com/Hygieia/Hygieia/issues/1064
,Gerrit-scm-collector not collecting data,closed,2017-01-03,https://github.com/Hygieia/Hygieia/issues/1063
question,How to set results directory and file name pattern in Publish Test Results?,closed,2017-01-03,https://github.com/Hygieia/Hygieia/issues/1062
,Null pointer exception when starting bamboo collector,closed,2017-01-03,https://github.com/Hygieia/Hygieia/issues/1061
,Not able to fetch commit,closed,2017-01-03,https://github.com/Hygieia/Hygieia/issues/1060
,Issue fetching data from jira,closed,2017-01-03,https://github.com/Hygieia/Hygieia/issues/1059
bug,Deploy widget grouping is incorrect,closed,2016-12-28,https://github.com/Hygieia/Hygieia/issues/1057
,integrate with perforce (scm tool),closed,2016-12-28,https://github.com/Hygieia/Hygieia/issues/1056
,Collectors authentication (ADFS/OAuth),open,2016-12-26,https://github.com/Hygieia/Hygieia/issues/1053
,How to add custom environment name in UI,closed,2016-12-26,https://github.com/Hygieia/Hygieia/issues/1052
,UI dist folder is not packaged correctly by the build scripts,closed,2016-12-24,https://github.com/Hygieia/Hygieia/issues/1050
,Jenkins Plugin: Jenkins 2.0 support,closed,2016-12-21,https://github.com/Hygieia/Hygieia/issues/1048
,Dashboard.properties,closed,2016-12-21,https://github.com/Hygieia/Hygieia/issues/1047
,Hygieia publisher not working ,closed,2016-12-21,https://github.com/Hygieia/Hygieia/issues/1046
"question, work in progress",appdynamics collector,closed,2016-12-19,https://github.com/Hygieia/Hygieia/issues/1044
,Getting started with Hygieia,closed,2016-12-19,https://github.com/Hygieia/Hygieia/issues/1043
question,Sonar,closed,2016-12-16,https://github.com/Hygieia/Hygieia/issues/1041
,UI Style Missing,closed,2016-12-15,https://github.com/Hygieia/Hygieia/issues/1040
"need more info, question",Not able to commit JS and HTML file under capitalone/Hygieia,closed,2016-12-15,https://github.com/Hygieia/Hygieia/issues/1039
"duplicate, question",Need documentation on how to contribute collectors and widgets and dashboards,closed,2016-12-14,https://github.com/Hygieia/Hygieia/issues/1037
bug,Jira-Collector Potential NPE  with lower version Jira instance,closed,2016-12-14,https://github.com/Hygieia/Hygieia/issues/1035
,No teams were found in Deploy widget of Hygieia db,closed,2016-12-14,https://github.com/Hygieia/Hygieia/issues/1034
,Unable to build/run JIRA collector,closed,2016-12-13,https://github.com/Hygieia/Hygieia/issues/1033
,api throws NullPointerException on DashboardServiceImpl/DeployServiceImpl/BuildServiceImpl,closed,2016-12-13,https://github.com/Hygieia/Hygieia/issues/1032
"enhancement, work in progress",Authentication/Security Concerns,closed,2016-12-12,https://github.com/Hygieia/Hygieia/issues/1031
